"","text"
"2076","ok"
"2077","selamat de"
"2078","ok"
"2079","heuh"
"2080","ma kalinya i aasi travelokasaya kasih bintnag "
"2081","memuaskan"
"2082","mengganggu  hp"
"2083","transakai mudah "
"2084","sdh  ue  x ttuk n tiket  ohan bandara   tujuan  muncul  arian why"
"2085","mantap"
"2086","good"
"2087","mantappp"
"2088"," aja kena admin setiaansaksi bang o jg hny  ngutang ater"
"2089","payah  ayaran  llewat sliyment  kasih no rek  eh   dr j traveloka  uang hilang  gue i   benalu"
"2090"," membantu"
"2091"," memudahkan dalan bertransaksi  elian tiket wat"
"2092","ok"
"2093","buruk  cek  kabdeli serdang    gimanasih"
"2094","membantu"
"2095","paylater ditolak mohon hadata "
"2096","memuaskan   kemudahan"
"2097","  ok "
"2098","parah "
"2099","okay suka"
"2100","dana refund  am bulangilaaaaaa"
"2101","  aktif traveloka menu ayaran  sater  aasi  muncul   ue tetadak muncul   unistal   instal ulang tetadak mucul samganti htadak muncul      tq"
"2102","bagus"
"2103","gam bgt byr good app"
"2104"," membantu"
"2105"," membantu sanan tiket  hotel"
"2106","tr"
"2107"," memuaskan"
"2108","bagus  memuaskan"
"2109","layanan lancar n "
"2110","memudahkan arian aunthxs"
"2111","mantaas i aasi "
"2112","mantul surantul"
"2113","a nih  sejam aja tiket udah berubah harganya"
"2114","  isi nama sahaan temsaya   muncul long isi nama perusahaan  valid benarbenar  ulit  akses ater"
"2115","ok"
"2116","lumayan memudahkan  arian hotel"
"2117"," o"
"2118","membantu"
"2119"," mudah"
"2120","jossss"
"2121","aaik"
"2122"," membantu"
"2123","bagus"
"2124","siilp"
"2125","yh"
"2126"," membantu"
"2127","terbantu"
"2128","eror   ayaran lol"
"2129","cepat"
"2130"," membantu "
"2131","mudah  cepat"
"2132"," memudahkan  sanan tiket kereta a utk  yg setian hrs   sby  n "
"2133","trima kasih traveloka oke  membantu   traveling  harga terjangkau"
"2134","good"
"2135","aasi taik pesen hotel nugraha malang  transfer nyamotel kamar full mengajukan refund  diterima"
"2136","layanan ok"
"2137","aasi  ngga  ater   hilangtelvn  call center traveloka  alihkan  aasi  aasi eror trustolong  k traveloka   nmer call center traveloka khusus ater"
"2138","simsat set sat set"
"2139","mudah bingiit"
"2140","aasi gak  uma  ksh limit ater t non aktifkan "
"2141","very good"
"2142","mantp"
"2143","good"
"2144","jumatan iya "
"2145","mantap"
"2146","bagus"
"2147"," membantu   keuan mendadakthank traveloka "
"2148"," kecewa  n akomodasi inasudah bayar lunas samdi lokasi  kamar  h call center dihubungi   tersambung uang  diambil taelanggan terlantar   kondisi hujan  sulit menemukan inaterdekat"
"2149","moga lbh  kasih  "
"2150","aasi bobrok  udh bayar tiket wat    taustru   antian jadwal tanonfirmasi gila aasi bobrok stiag udh  it udh terencana ni   atur sndiri tanonfirm yanan   memuaskan uang  ketahan smkg  byrny mnta hrus cll"
"2151","bagus"
"2152","renfund  kenaroses nya   hubungi customer service susah "
"2153","  data  dihasaya   ah  traveloka "
"2154","poinnya  byk beda  dgn aasi sebelah"
"2155",""
"2156","aneh level    ga bs ater  makanan"
"2157","overall udah   layanan nya saran   integrasi  sanan tiket kapal"
"2158","aneh setiaftar ater mentok  lokasi   udah bener     biar  aktif ater"
"2159","terima kasih traveloka aasi   membantu alanan    semoga sukses  "
"2160"," boking tiket wat   gagal trs es ayaran susah loading mulu"
"2161"," membantu"
"2162","  lu tamakku kate   rajin sikat gigi su   terbang terimakasih"
"2163"," menonton vidio on"
"2164","mantak ah  "
"2165"," bermanfaat  n tinggal klik banyakin o  min"
"2166","aasi ga   akun ater diblokir tanemberitahuan  alasan an  gda tagihan   bayar tewaktumenjelang bangkrut yaa bosss"
"2167","  bsa mengistal"
"2168",""
"2169","mohon  traveloka disaat yar mellu alfa knl bermslh dgn sistem jaringan atu utk memilih yarany g  org memiliki atm jng diulit tolng diuas lgi dgn sistem ayar dialfa  indomart biar mudah utk sistem yaranya trm ksh"
"2170"," membantu"
"2171"," n hotel  bayar  terbit voucher   check in k hotel    i aasi   walaureskomn cetetangat merugikan  segi   beresiko  yg kemalaman  jalan tolong ditertibkan hotel nakalfiktif su  masuk apk"
"2172","   sekrang sy teteke traveloka    fiture yg menarik"
"2173"," ribet  sllu  udah"
"2174","the best"
"2175",""
"2176","kenaa  nerima otaneh banget"
"2177","terima kasih traveloka alanan   mudah"
"2178"," membantu"
"2179"," taaat tiakar  gagal trus  hoaxkah"
"2180","mudah  affordable"
"2181"," mudah  membantu"
"2182","pengembalian dana refundya  "
"2183","mantap"
"2184"," memuaskan"
"2185"," dicheck  ditindak harga hotel diaasi terkadang  sesuai  tarif hotel    dimanfaatkan  oknum  hotel  alasan   uang tambahan   alasan harga diaasai    harga hotelnya    bayar kali  jatuhnya  mahal  memberatkan customer  rejga  ah hotel   sesuai  haradan   check in"
"2186","top"
"2187","good apps"
"2188","bagus"
"2189","terbaik  tercepat"
"2190"," ng butuh"
"2191","jos tenan e"
"2192","ga  refund  batal nan h"
"2193"," terbantu  yg mager beli tiket diluar akses mudah  ajuan ater  ce makasih traveloka jsribu"
"2194","mantangat membantu"
"2195","keren  membantuuuu  teraya"
"2196","bagus memeudah"
"2197"," "
"2198","aidak  login uda dicoba dr beberaulan tete "
"2199"," mudah"
"2200","banyakin bonus"
"2201","good flight"
"2202","mantab"
"2203","  login"
"2204","suka   traveloka "
"2205","mudah  "
"2206","cakep"
"2207","  ue ko  lemot ya       sanan"
"2208","semoga dakejutan menarik  setiambelian tiket wat   laon"
"2209","hati hati  ater nya paylater nya      alasan keamanan  yg a  yg  tagihan  oktober  sy lunas    ater     tay   hutang    nya     males  bayar tagihan   alasan ater        aasi ater      berjalan  lunas   auto galbay dah alias gagal bayar"
"2210","trmksih traveloka"
"2211"," "
"2212"," jelek aasi nya "
"2213","kenani traveloka memblokir akun     mengajukan refund   alan  diubah keberangkatan  maskaloin air  alanan  wing air terkendala  gagal terbang   kejelasan rbangan   diblokir akunt "
"2214","aasi yg  membantu"
"2215"," kenaats nya ditutu tolong jgn ditutung"
"2216","  rumit  la"
"2217"," daftar ater ngisi alamat udah lengkadatailnyaa et selesai ga  tolong diaiki  "
"2218","nice a  mudah  aasinya thank you"
"2219","mantap"
"2220","bagus"
"2221","simdan semoga aman teraya"
"2222","kecewa yanan lambat  es refund   solusi yg  aasi    membantu"
"2223","payletternya   turun  engga ah bayar telat"
"2224","ok"
"2225"," "
"2226","kadang sistem terkendala"
"2227","cedan efisien"
"2228"," membantu "
"2229","verry good"
"2230","bagus"
"2231","tingkatkan  yanan nya su  "
"2232","kenaaya  digangguin  iklan   ing      tatkala   daftar  nomor control via online tolonglah terima kasih"
"2233","good"
"2234","keren"
"2235"," membantu"
"2236","great"
"2237","aya  membantu"
"2238","aasi a  udah daftar masukin no tlvn tetea gak  daftar  fb   email   balikin kuota gua"
"2239","kemanakita i traveloka "
"2240"," langganan  "
"2241","semoga  membntu"
"2242","memuaskan"
"2243"," bagus"
"2244","nice"
"2245"," mudah  gam"
"2246","mantabb"
"2247","good"
"2248"," kecewa refund  sulitnunggu es   uang gk da  samsekarang"
"2249","mantap"
"2250"," ditingkatkan layannanya"
"2251","so far so good ya  traveloka  ah mengecewakan good traveloka keeing "
"2252",""
"2253","cedan mudah"
"2254","traveloka  bagus"
"2255","mantap"
"2256","tolong donk data  isian alamat kantor  etter d arui donk udh d kelik lengka   save krn   huruf cay berkali kali mengisi"
"2257",""
"2258","good service"
"2259"," membantu"
"2260","pelayanan exelent"
"2261","good service"
"2262","ok terima kasih smoga   "
"2263","transaksinya cepat"
"2264","h transaksi transfer  bri   maintenance "
"2265","membantu"
"2266","alhamdulillahmudah sdh  i traveloka haya sayang ter  non aktifkan samka"
"2267","gunaan gam   membingungkan"
"2268"," membantu"
"2269"," jd mudah dgn  traveloka"
"2270","great"
"2271"," terbantu  aasi "
"2272","mohon maaf   daftar taode verifikasi ga muncul tolong dihadata   disalah  tolong  hademi kebaikan  "
"2273"," bnyak turan   msukbaru   masukkeversi terbaru  bilangnya bikin malas sja"
"2274","terimakasih  terbantu aasi yg bagus"
"2275","mantap"
"2276","okk"
"2277","terbaik"
"2278","moscow moscow    moscow "
"2279","  haaasi  "
"2280","memuaskan"
"2281","manta"
"2282"," "
"2283","bangkrut"
"2284","mantaaap"
"2285","mantap"
"2286","the best"
"2287",""
"2288","  suka  senang  aasi traveloka  denya ngan tiket wat  bonus      tetaa  menambah daya tarik konsumen  aasi traveloka torkotorima kasih"
"2289","mantaa"
"2290"," mudah  membantu"
"2291","kenaror mulu kak   chat costumer servis nya taidak membantu     booking tiket bus   susah    beraali memakai aasi     eror"
"2292"," cepat"
"2293","bagus banget gue suka  aasi nya"
"2294","ok"
"2295"," merubah jadwal rbangan"
"2296","mantap"
"2297"," ama beli semoga mengesankan i traveloka"
"2298","coba "
"2299","mantap"
"2300","manta ama"
"2301","memudah"
"2302","mantapp"
"2303","a  aasi ajuin refund  ga "
"2304","traveloka  ho diskon besarbesaran giliran  i o habiskan aneh pd  bnyk booking  traveloka ttak  ngan hargalbh    agoda lbh mantayk o nyata dgn ngan harga i"
"2305","traveling   mudah"
"2306","mantap"
"2307","tolong dibantu uang saldoku   traveloka hilang    isinya udah coba aktifkan  taotifnya nomor  terdaftar   darurat kaya gini  hilang  saldonya tolong  solved donggg"
"2308","good"
"2309","ok"
"2310",""
"2311","i bought bf and i used him for sex"
"2312","ok  membantu"
"2313","   bagus"
"2314","lanjutkan"
"2315","bagus yanannya"
"2316","good"
"2317","bgus"
"2318","ok"
"2319","bagus"
"2320"," nggan  taecewa ah  yg    saranin  claim yg jwab bot ga     mksh"
"2321","uangku saldonya terng  transaksi eats deliverynya gagal sdh solve"
"2322"," n kamar  beraari harganya  mahal   sehari  udah  boking   gitu uma aja n bnyak  taahal  dengandi banding harga seharinya"
"2323","memudahkan"
"2324",""
"2325","good"
"2326",""
"2327","pelayanan yg  buruk"
"2328","mantul"
"2329",""
"2330","blm berng kelain hati"
"2331","terimakasih"
"2332","trimakasih smoga smakin sukses"
"2333"," membantu"
"2334"," "
"2335","pengembalian refurd  market esnya  ham  ga balikbalik"
"2336","trimakasih traveloka sgt membantu aktifitaz sy"
"2337"," teruji ng gam  cmengenai harga beda beda dikit bintang "
"2338","aasi susangat membantu  alanan  rekomendasi  traveling"
"2339","memudahkan transaksi"
"2340"," terbantu  aasi traveloka "
"2341","mantap"
"2342","maen  game nya"
"2343"," bagus"
"2344","    membantu"
"2345","simeasy"
"2346","jos gandos"
"2347","mantap"
"2348","  ue n makanan  gk  bayar eter   membantu"
"2349","trims travelokan   mudah"
"2350","kenauat verivikasi virtual number ga    kendala sistem   susah "
"2351"," liburan  mudah"
"2352"," sdh  memakai aasi traveloka   ater bri ater tetaiba  ue aasi  ater bri menghilang  akasi yg   disuruh daftar ulang aasi ater dgn limit std  juta aaksudnya  aarena limit  sdh dinaikan  bank  traveloka sdh gak kerja  dgn bri"
"2353","mantap"
"2354","    "
"2355"," kecewa  nganan cs nya"
"2356","good"
"2357","good"
"2358","diskonnya    hotelrb gt rb"
"2359","  han utama utk traveling knya terbaik"
"2360","es  cepat"
"2361","membantu"
"2362","dicoba fitur barunya kak"
"2363","cek ri cek tuk traveling dsni aj lmyn recomended  hrgnya sesuai bujet"
"2364","langganan terbang kaun  kemanainstan  murahh   onya terima kasih traveloka"
"2365","good"
"2366","hebat traveloka murah  check in mudah  dah langganan"
"2367","bagus"
"2368","mantaudahkan  kebutuhan   keluarga "
"2369","ok"
"2370","tot aplikasi goblog"
"2371","terima kasih traveloka memudahkan urusan travelling"
"2372","mantap"
"2373"," membantu  sanan tiket wat terimakasih "
"2374","ok"
"2375","mantap"
"2376","alhamdulillah  terbantu  sanan tiket wat    rumah sdh  mendaan  trimksh byk traveloka"
"2377","goof"
"2378","mantab   opsi"
"2379"," cedan murah"
"2380","terimah kasih"
"2381","cukumbantu  memudahkan san"
"2382","ng suka i araveloka"
"2383","ok ok"
"2384"," azza"
"2385","tingkatkan  yg terbaik"
"2386","ok"
"2387"," coba aasi  males sdh terbiasa tolong jgn turunkan mutu yanan ya  yg  jgn suruh ue aasi hya jadul"
"2388","suka sekaliiiii"
"2389","no e"
"2390"," bagus"
"2391"," cepat"
"2392","  rekomendasikan"
"2393",""
"2394","sukses  amanah"
"2395"," virtual number sei credit card kenaiba    transaksi  tanggal  seber    memakai   tgl  udah hubungi cs   suru nunggu tanolusi tolong  follow up"
"2396","oke jos"
"2397","suka "
"2398"," memudahkan alanan "
"2399","good"
"2400","mudah elian tiket kemana  u  reshedule refund   mudah  ceres nya    traveloka  alanan  "
"2401","terimakasih traveloka    senang  traveloka agi   keayaan atter yamg  memudahkan zaya  bertransaksi  bunga nya aman  terimakasih  ritasnya     terbaik    ya traveloka"
"2402","te o okok nya traveloka  gak   nya"
"2403"," cobasemoga memuaskan"
"2404","refound tiket sdh setahun  gak diganti"
"2405","traveloka   bagussssss taak ah  discon jakarta silangit pengen kali  discon jakarta silangit eeeeeeen bangeeeeeeeeeeeet berharapwalaugkpungkpasti"
"2406","goodbe smart"
"2407","no debat"
"2408"," yanan terbaikmu"
"2409","skor ater nya ga   turun   asindikator  terhi dgn    ayaran  due date cahan cicilan  elian   taendadak turun level     inum   inum  ue a    gold  goodbye traveloka ue     traveloka eats ga   ater "
"2410","traveloka yanan  bagus"
"2411",""
"2412","good"
"2413","good service"
"2414","mantap"
"2415","ceakurat"
"2416","m  v  x  tv vjrnvraak en hou n snit om dit vas te s sni tte wat onts is sal ná  uur uitgevee word"
"2417"," memuaskan"
"2418",""
"2419","mudah  gunaan"
"2420","susah banget daftar eter    kali coba gagal    kasi bintang  "
"2421","  okr"
"2422","sdah ikuti  arahan taasih  bisah kebukah"
"2423","bagus   membantu"
"2424","easy to use"
"2425","nice"
"2426","traveloka  membantu   sanan tiket watgood job traveloka"
"2427","okk"
"2428","pas banget  acara reflesing"
"2429","pelayanan nya  "
"2430","  kecewa  aasi  aasi   merugikan tiket jadwal rbangan dibatalkan sek  maskamerekaeeh dikembalikan voucher t gak   salah  customer yg kena getah jadwal rbangan   batalkan sek  traveloka yg membatalkan rbangan eeeh  ganti jadwal kena biaya ganti eeh diubah  jam keberangkatan nyakena biaya  kmu sit ato  ya klo gak  rbanganjgn dilisting dunk bosgak mutu"
"2431","murah  cepat"
"2432","ok"
"2433","ok bangat elian  semoga sukses trus"
"2434","ok"
"2435","  bagus aasinya   ater taak   acc  nga ngadain ater  mending sblah udh harga hoteltiket wat  murah  "
"2436","bgus"
"2437","traveloka  bertanggung  bisanya  janji"
"2438","siih  membantu"
"2439","aasi yg  membantu traveller"
"2440","ok"
"2441"," membantu"
"2442","giliran travel udah normal eats dibuang gitu aja  memikirkan nasib driver  mencari nafkah   aasi "
"2443"," baagusaa"
"2444","terima kasih limit   "
"2445","konto"
"2446"," bagusmks"
"2447","jelek banget nyari wat emirates gak  "
"2448","mantap"
"2449","nyaman  aman  travelokaperjalanan  mudah"
"2450","mudah "
"2451","iji araveloka gimana sih   mengajukan payleter ko   verifikasi ya     seminggu tolong  kasih keian  mah alasannya  liharaan sistem a kaselesai ya sistem  sistemnya aa bagus  kalo   nat ah  aain kalo  "
"2452","aang memudahkan"
"2453","mantap"
"2454","ok"
"2455","trimakasih  memudah alanan "
"2456","siip"
"2457"," reschedule darurat si"
"2458"," tawarkan atergiliran daftar ga  setujuihhal udah  cinta  traveloka tera  hadari haaya "
"2459","aasi h akun ater  diblokir    aktivitas mencurigakan"
"2460","tks traveloka yg sdh memudahkan  transaksi"
"2461","tolong k traveloka adakan fitur ent digital  dana godan ovo   mw en tiket wat   kartu rekening  i  indomaret terdekat udah tw  ga  rekening "
"2462","mantapat"
"2463","cedan  diandalkan"
"2464","ok"
"2465"," ama nyoba"
"2466"," kecewa  yanan traveloka   memakai aasi    taeberaikecewakan  yanan nya  kali elian  rute jakartabanda aceh transit medan flight medan  banda aceh nya  cancel taiket    refund    t   tawarkan  k traveloka tujuan    banda aceh   medan  flight  aceh nya  cancel aang   lakukan    uang refund  tetalan"
"2467","ok"
"2468","terbaik"
"2469"," menguntungkan "
"2470","karefund   kirimnya"
"2471","excellentmantap"
"2472"," data yg  isi bener t  acc jg"
"2473","mantap"
"2474","the best"
"2475"," membantu"
"2476","mantaelayanan oke"
"2477","mantapp"
"2478","good"
"2479","tetatia i traveloka  alanan an  tiket  makasih traveloka"
"2480"," mmbantu "
"2481","nggan setia"
"2482"," membantu"
"2483","resif  mantap"
"2484","   i travelokatr hrs r ulang lgsudah booking hotel   ayaran  voucher   terbitkrn alasan kamar full  tertera available  harga trbminta  refund butuh  hr kerjadan  ganti htltua yg sesuai harga yg diiseti tdk   bookingsangat merugikan "
"2485"," bagus"
"2486","top"
"2487","mantap"
"2488","oc"
"2489"," "
"2490",""
"2491","oke"
"2492","mantap"
"2493"," udah dihaganti yg "
"2494","josssss"
"2495",""
"2496","good es"
"2497","ok"
"2498"," memuaskan"
"2499","mantap"
"2500","bagus"
"2501","mantul"
"2502","ganti hengan akun   diinstall kenaemua  tibatiba hilang"
"2503","kenaraveloka food nya   i paylater ya kak   taekarang  "
"2504","good"
"2505","aasi  mudah  "
"2506","membantu banget"
"2507",""
"2508","ok"
"2509","bagus  membantu"
"2510","best"
"2511","mantap"
"2512"," bagus"
"2513","mudah"
"2514","bagus "
"2515","traveloka memudahkan alanan "
"2516","anal desa yg   alaman tinggal dikebun  keras mencari hiduetermn yg  amu andalkan  bertani cums  yg diajarka n olen olen orang tuaku samsemarang  yg amu mafaatkan"
"2517","tukar   kubaru sehari lgsg exd  form   berlaku kubaru dihitung  ditukar ngumn  sia mengecewakan not recommended"
"2518","bagus mantap"
"2519","mudah beli tiketnya"
"2520","bagus"
"2521","tdk  bri internet benking h  bikin susah org aja l sdh moderen taasih kuno taii kucing tdk  org  bca bikin aasi  jgn  otak  kasih lancar jaman moderen tatak  making eror tdk rkan  ingan org  km  cerdas mending berali  aasi   selamat tinggal"
"2522","nice"
"2523","mantambantu"
"2524","mantao   obooking aasi "
"2525",""
"2526","traveling mudah n nyaman dg traveloka"
"2527"," telat   atter dc dah telkantor  males   mna  hhamx   ktnya ojk  ojk  o"
"2528","bagus "
"2529"," membantu"
"2530","ok"
"2531","aasi ani   dikirim kode verifikasi taak muncul kode  no h daftar susah"
"2532","aasi yg  membantu"
"2533","cenganan"
"2534","mantap"
"2535"," terbaik "
"2536","bagus  mudah unya kejelasan  haraya   jujur terkait harga  fleksibel  bentuk diskon  "
"2537","mantan suka "
"2538","good on  yg  cari info tiket samotel dg harga murah"
"2539","toppp"
"2540","susah bgt  refundhal  kesalahan costumer"
"2541","mantap"
"2542","  memindahkan saldo uangku  domdigital  m bangking "
"2543","ok"
"2544","dikasih limit ater taabisa    asengaja banget  bikin susah biar gak   ater nya"
"2545","ok"
"2546","ok"
"2547","kenaemua aasi hotel   intaan khusus   tamu bersikeras ah k aasi menyanggua check in jam  checkout lusa jam  malam  tanarus booking"
"2548","mantaka"
"2549","mantap"
"2550",""
"2551",""
"2552","bagus"
"2553"," membantu"
"2554"," sulit dlm ayaran coba  i ovo ato godiuar lg jaringan ayaranya min"
"2555","alhamdulillah  membantu"
"2556","lumayan"
"2557","nice"
"2558","good"
"2559","mantap"
"2560","best"
"2561","aasi  bagus banget deh  suka"
"2562","kl"
"2563","unsub strategi bisnis mengorbankan driver traveloka"
"2564","  kecewa tanggal   i traveloka  jembandara cari  juanda smolo   situ tulisannya bengawan solo   jawa tengahtawa timur  udah bayar  jt  tujuan q solo jawa  si sominta nambah  kena  juta    aasi "
"2565","cepat"
"2566","good"
"2567"," membantu  ribet alanan  menyenangkan"
"2568"," filter rbangan  berfungsi"
"2569","istimewa"
"2570","aasi sialan duit atribut driver traveloka eats balikin woyyybaru setahun dah bangkrut anying"
"2571"," membantu"
"2572",""
"2573"," membantu"
"2574","parah  gak  login  word  nomor teledah  tolong benerin  login"
"2575","aengen cari untung doank tanikirin nasib driver yg antusias gabung biar "
"2576","bangkrut hahaha"
"2577","ndjkskwlkekwknemekekekkwkkkskekekkesjjqjwjwkkkkakskwkwkkkzkamsmekkwkkkwkwkkwmwmmmwkkakwkwkekejjjjjjjkklkkejwkwkwkkwwkekkskqkwmqkwkoozkakskmsmsmdmdmddmskkekdkekskekejekkekwkeenmwwmwmsammamsmdlwlzmmdmekmsmlwmwkekmsmmamsmlsammsmsmmsmsmźzmzmsmamammsmsmamamsmsmsmsmskwllwlwlamwmwlmwkwlelelalwmammzmelslkalwlkromosomamlslslmsm ideal ekke oeossk eieklekwllasls ekekks wkwk kel ekal ewkow k kk ok jjkewazmaa qkomlllkiolliooiioiioooooooomakksmsmznsizekwnamamwkememsmsmakwmwmwmamwmwmaawnammsam"
"2578"," memudahkan"
"2579","aeniemutusan sek mitra tanomasi jg dwonload dg aenipu"
"2580","kecewa sihcuma mesan hotel  temen  bilang aktivitas mencurigakan ater sami nonaktifkan"
"2581","aractise  kebutuhan    "
"2582","keren  terik tingkatkan  yanan nya"
"2583","good"
"2584","full service"
"2585","good"
"2586","mantap"
"2587"," memudahkan"
"2588","transaksi cedan kadang dangan harga"
"2589","cuy  kasih limit skor bagus taak   i traveloka ngelawak"
"2590"," menggunkan travrloka ndak  kendal smua lancar mugunaan ater smua lancar ndk  kendala   virtual number  membantu  menguntungkan terima kasih"
"2591","gam  cepat"
"2592",""
"2593","cepat"
"2594","terbaik"
"2595","good"
"2596"," membantu"
"2597","حححححححححسححححح"
"2598","mari  uninstal from  aidak  paylater  samsaat   ha jgn download   sho belanja makanan  tiket dll  smua  aurikk"
"2599","payah traveloka udah  bayar transaksi  es ditunda  tiket ga terbit alasannya  kesalahan teknis  error  refund  banget     bayar transaksi ga nyam menit amdah  memuaskan"
"2600","  bagus  tis semoga  oke"
"2601","good"
"2602","good"
"2603","refund tiket pesawat   dadies  kode verifikasi   email rescs  fast res"
"2604"," sinyal jd ayaran susah"
"2605","karan  nya ribet"
"2606","es cepat"
"2607","cepat"
"2608","ok"
"2609","bintang  aja yh kesemaan  milik allah"
"2610","oke"
"2611","ok"
"2612","aternya   dinonaktifkan tanebab"
"2613","mantap"
"2614","traveloka mantaaaap"
"2615"," es refund dana  butuh beberaam aja  sam   ngan nya gede banget tolong   ees refund kaya  biar duit    "
"2616","good"
"2617"," kecewa  traveloka  aternya  blokir  skor turun     tagihan   kenna blokir sarang syaa   traveloka uninstal aja  aasi"
"2618",""
"2619"," terselesaikan   thanks"
"2620","refund ticket wat taisitu udh sukses  uangnya  masuk gila siii dri tanggal  samsekarang  masuk  disuruh ecekan trus samsekarang "
"2621","good"
"2622"," membantuuu"
"2623","cedan akurat"
"2624","bagus"
"2625","mudah cedan "
"2626","mesti au "
"2627","best a  membantu "
"2628"," membantu  elian tiket"
"2629","han terbaik"
"2630","good"
"2631","good"
"2632","so fast respon"
"2633","yth admin traveloka mohon ijin    login  akun   verifikasi  no hp  smswa  aktif  terima kasih ruslan muchtar"
"2634","ok"
"2635"," kenaa  daftar sih masukin word   huruf az giliran udh sesuai ketentuan  ga bsa ga ngerti maunya gimana heran"
"2636"," to uangku     ayaran kecewa"
"2637","sim mudah  cepat"
"2638","ok"
"2639","simdone"
"2640","bagus seh"
"2641","mantaaab"
"2642","good"
"2643","cukukian  manfaat"
"2644","mantap"
"2645"," mudah membantu  "
"2646","mantap"
"2647","onal"
"2648","tes  kalo  murahtanggung   keselamatan nya terjamin tambahin bintang full taika  bagus tinggal uninstal  aya"
"2649","njirrrr  gk h    ilang ya"
"2650"," coba  kalo ribet  uninstal"
"2651","traveloka  mantas gandos"
"2652","alhamdulillah  mempermudah driver   orderan  fitur autobid semoga amanah   kedepannya   chat  castamer  dipermudah   link   fitur trave  susah  louding nya   "
"2653","makasih traveloka memudahkan"
"2654","good job"
"2655","nice"
"2656"," "
"2657",""
"2658","blm adi tolak  no recomended "
"2659"," membantu"
"2660","keren  membantu"
"2661"," ok ag klo cicilannya bunga ln  lg  ok hehehe"
"2662","mantap"
"2663","good"
"2664"," "
"2665"," bagus"
"2666","good"
"2667","cepat"
"2668","gmn crax  ater kq sya  a  mkanan tdk bsa  aternya"
"2669","aasi ng norak  takut  a ccan proses berbelit belit pake nulis  kertas  pokonya   aang "
"2670","oke dah"
"2671","good"
"2672","great acation ave security"
"2673","ok"
"2674","mudah  cukumbantu"
"2675","oke"
"2676"," membantu"
"2677","aasi   membantu"
"2678","mudah  celebih murah   mantaaap"
"2679"," membatu alanan sy"
"2680"," membantu"
"2681","maaf   i lagiaasi busuk ni"
"2682","bagus "
"2683","terbantu  ater nya   ya  dii wajib dibayar tewaktu biar limit nya  "
"2684","bagus"
"2685","good"
"2686","mantap"
"2687","membantu cari kamar hotel"
"2688","goodd  membantu"
"2689","ok"
"2690","dftar ater gmn  gk bsa uda masukin alamat     karakter tte  jg note krakter hrus  karakter  blm bsa kasih limit haja ater berulang ulang kali tte bsa gmn k traveloka"
"2691","bagusss"
"2692","mantap"
"2693","very good "
"2694","ok "
"2695"," membantu"
"2696","aasi andalan  travelling  tiket alanan samhotel i beli  traveloka "
"2697","   bebankan biaya nelutk konfirmasi  nya langsung aja  eritahuan  email konfirmasi tiket  tani hubungi konsumen"
"2698","memudahkan"
"2699","cukubintang cancel beli tiket nya"
"2700","mantap"
"2701","good"
"2702","oke"
"2703","tambahin  metode ayarannya memakai gojek"
"2704","keren"
"2705","rescepat"
"2706","tks traveloka n hotel  mudah"
"2707","good"
"2708","ceya"
"2709",""
"2710"," n tiket "
"2711","josh bagus"
"2712"," iklan   you tobe mending  tv aja ganggu gw aja  nonton windah basudara "
"2713","mantep"
"2714","terimakasih traveloka"
"2715","eazy to used"
"2716","jos"
"2717","   aasi "
"2718","bagus"
"2719","good"
"2720"," buruk"
"2721","jarang info iklan kordinasi  online"
"2722","token nya ga   top eleven"
"2723"," membantu"
"2724"," bagus"
"2725","bintang      nyoba"
"2726","penukaran  terbatas  t"
"2727"," tis"
"2728","lambat"
"2729","tolong aiki sistem nya ya   login susah bgt  sistem nya gangguan "
"2730","akurat harga ng bersahabat"
"2731","cukumbantu"
"2732","trimakasih"
"2733","bagus banget"
"2734","ok"
"2735","mantaaap"
"2736","maki n lancar"
"2737","elian mudah"
"2738"," bagus"
"2739","diaiki   sistemnya   login ulang   susah cek nan  cek tiket rbangan   ni"
"2740"," istimewa"
"2741","membahayakan ayaran tantp"
"2742","kecewa pindah apk sebelah aja pembayaran  dipersulitttt yg cmn   sistem tf bank  susah"
"2743","harga ticketnya kaga waras dibanding ingnya"
"2744","alah aasi aaya gini  memudahkan beian   ribet transfer udah masuk bukti udah  ta tiket     uang  diterima alah mbelek  uang     "
"2745","mantaaap"
"2746","pas"
"2747","hel"
"2748","hel"
"2749","tamn ok  data yg  sajikan lengkan akurat "
"2750","d e eesed eeederee  er  drtsee e ret re dede dr   dre t"
"2751","lumayan"
"2752","mantap"
"2753","bagus  memudahkan"
"2754","terbaik"
"2755","good"
"2756"," membantu"
"2757","rini "
"2758","ok"
"2759","mantap"
"2760","  solusi yg tedan terbaik"
"2761","mantap"
"2762","terimakasih"
"2763","travelika sunggu memudahkan    urusan"
"2764","good apps"
"2765","aasi a   iya harga tiket  hya mahal  jt   htri  murah  jt   beda kenahal jurusan yg dih "
"2766","cepat  terpercaya"
"2767","bagus"
"2768","cepat"
"2769","ok"
"2770","mantab"
"2771","bagus "
"2772","memuaskan"
"2773","mantap"
"2774","  i traveloka   fitur helnter taekarang ga   telcuma   chat  sdh balas nya  elasan tdk   tdk membantu"
"2775","good"
"2776","mantap"
"2777","h owner  aemen  yg fast resdan bertanggung "
